location,source,target,id,fuzzy,context,translator_comments,developer_comments
FLEET_EXPLORE_DAMAGE_24,"{Approached by Korvax vessel. Attempted data exchange in the spirit of furthering universal knowledge. Vessel was hostile, fleet computers hacked. Weapons systems discharged internally, severe damage to pressure hull.}",,,,,,
FLEET_EXPLORE_DAMAGE_25,"{Nanite foam acquired from abandoned planetary building. When introduced to fuel jelly, nanite foam expanded rapidly. Onboard laboratory subsumed. Outbreak contained, but starship core partially liquidised.}",,,,,,
FLEET_EXP_COMBAT_NAME,{<FUEL><IMG>FRIGCOMBAT<><> Combat Patrol},,,,,,
FLEET_EXP_COMBAT_DESC,"{A deep-space expedition with a focus on combat. The fleet will hunt pirates, claim bounties, and generally assist system authorities with peacekeeping.}",,,,,,
FLEET_EXP_MINING_NAME,{<STELLAR><IMG>FRIGMINE<><> Industrial Expedition},,,,,,
FLEET_EXP_MINING_DESC,"{A deep-space expedition with a focus on mining and salvage. The fleet will survey both planets and asteroids belts, looking for rich mineral seams. They will also seek out opportunities for salvage, taking debris and recycling it into valuable new materials.}",,,,,,
FLEET_EXP_EXPLORE_NAME,{<TECHNOLOGY><IMG>FRIGEXPLORE<><> Voyage of Discovery},,,,,,
FLEET_EXP_EXPLORE_DESC,"{A deep-space expedition focused on exploration and scientific discovery. The fleet will survey planets for rare and exotic flora and fauna, as well as sites of historical or technological interest.}",,,,,,
FLEET_EXP_TRADING_NAME,{<COMMODITY><IMG>FRIGTRADE<><> Trade Expedition},,,,,,
FLEET_EXP_TRADING_DESC,"{A long-range expedition focused on commercial activity. The fleet will travel from system to system, taking advantage of both local economic conditions and good diplomatic relations to make valuable trades.}",,,,,,
FLEET_EXP_BALANCED_NAME,{<TRADEABLE><IMG>FRIGDEFAULT<><> Balanced Expedition},,,,,,
FLEET_UI_EXPEDITION_TYPE,{%TYPE% Expedition},,,,,,
FLEET_UI_COMBAT_SHIP_TITLE_C,{Interstellar Frigate},,,,,,
FLEET_UI_COMBAT_SHIP_TITLE_B,{Interstellar Corvette},,,,,,
FLEET_UI_COMBAT_SHIP_TITLE_A,{Interstellar Battleship},,,,,,
FLEET_UI_COMBAT_SHIP_TITLE_S,{Interstellar Dreadnought},,,,,,
FLEET_UI_EXPLORE_SHIP_TITLE_C,{Science Vessel},,,,,,
FLEET_UI_EXPLORE_SHIP_TITLE_B,{Expeditionary Cruiser},,,,,,
FLEET_UI_EXPLORE_SHIP_TITLE_A,{Deep Space Surveyor},,,,,,
FLEET_UI_EXPLORE_SHIP_TITLE_S,{Data Harvesting Platform},,,,,,
FLEET_UI_TRADE_SHIP_TITLE_C,{Merchant Vessel},,,,,,
FLEET_UI_TRADE_SHIP_TITLE_B,{Trade Clipper},,,,,,
FLEET_UI_TRADE_SHIP_TITLE_A,{Merchant Cruiser},,,,,,
FLEET_UI_TRADE_SHIP_TITLE_S,{Trade Galleon},,,,,,
FLEET_UI_MINING_SHIP_TITLE_C,{Mining Vessel},,,,,,
FLEET_UI_MINING_SHIP_TITLE_B,{Industrial Hauler},,,,,,
FLEET_UI_MINING_SHIP_TITLE_A,{Industrial Galleon},,,,,,
FLEET_UI_MINING_SHIP_TITLE_S,{Orbital Factory Platform},,,,,,
FLEET_UI_SUPPORT_SHIP_TITLE_C,{Supply Vessel},,,,,,
FLEET_UI_SUPPORT_SHIP_TITLE_B,{Fuel Bulker},,,,,,
FLEET_UI_SUPPORT_SHIP_TITLE_A,{Mobile Supply Platform},,,,,,
FLEET_UI_SUPPORT_SHIP_TITLE_S,{Advanced Outfitting Platform},,,,,,
FLEET_UI_TYPE_EXPLORE,{Exploration},,,,,,
FLEET_UI_TYPE_COMBAT,{Combat},,,,,,
FLEET_UI_TYPE_TRADING,{Trade},,,,,,
FLEET_UI_TYPE_SUPPORT,{Support},,,,,,
FLEET_UI_TYPE_MINING,{Industrial},,,,,,
FLEET_UI_TYPE_BALANCED,{Balanced},,,,,,
FLEET_UI_NAME_HEADING,{NAME},,,,,,
FLEET_UI_TOTAL,{TOTAL},,,,,,
FLEET_UI_CLASS_HEADING,{CLASS},,,,,,
FLEET_UI_TYPE_HEADING,{ROLE},,,,,,
FLEET_UI_TITLE,{Fleet Expeditions},,,,,,
FLEET_UI_CREATE_EXPED,{Create Expedition},,,,,,
FLEET_UI_EXPED_SELECT,{Available Expeditions},,,,,,
FLEET_UI_NEW_EXPED,{New Expedition},,,,,,
FLEET_UI_EXPED_HEAD_ALT,{Current Expeditions},,,,,,
FLEET_UI_EXPED_SUB_ALT,{The Navigator calculates new routes every day},,,,,,
FLEET_UI_AWAIT_ORDERS,{Awaiting Orders},,,,,,
FLEET_UI_EXPED_SELECT_SUB,{Select an expedition},,,,,,
FLEET_UI_FOCUS,{Focus: %FOCUS%},,,,,,
FLEET_UI_ASSIGNED,{Assigned},,,,,,
FLEET_UI_ADD_FRIGATE,{Assign Ship to Expedition},,,,,,
FLEET_UI_FLEET_RATING,{Fleet Rating:},,,,,,
FLEET_UI_DIFFICULTY,{Difficulty Rating:},,,,,,
FLEET_UI_DIFFICULTY_LOW,{Low <TRADEABLE><IMG>DIFFICULTY<><>},,,,,,
FLEET_UI_DIFFICULTY_MED,{Moderate <VAL_ON><IMG>DIFFICULTY<><IMG>DIFFICULTY<><>},,,,,,
FLEET_UI_DIFFICULTY_HIGH,{High <COMMODITY><IMG>DIFFICULTY<><IMG>DIFFICULTY<><IMG>DIFFICULTY<><>},,,,,,
FLEET_UI_DIFFICULTY_EXT,{Extreme <FUEL><IMG>DIFFICULTY<><IMG>DIFFICULTY<><IMG>DIFFICULTY<><IMG>DIFFICULTY<><>},,,,,,
FLEET_UI_EXPED_DETAIL,{Expedition Detail},,,,,,
FLEET_UI_EXPEDITION_LENGTH,{Distance Covered: %NUM% Light Years},,,,,,
FLEET_UI_DURATION,{Duration: },,,,,,
FLEET_UI_CAPACITY,{SHIPS ASSIGNED: %NUM% / %MAX%},,,,,,
FLEET_UI_TIME_FORMAT,{<IMG>CLOCK<> %HOURS%h : %MINUTES%m : %SECONDS%s},,,,,,
FLEET_UI_TIME_FORMAT_SHORT,{<IMG>CLOCK<>%HOURS%h:%MINUTES%m:%SECONDS%s},,,,,,
FLEET_UI_FLEET_DETAIL,{Fleet Details},,,,,,
FLEET_UI_FRIGATE_DETAIL,{Frigate Details},,,,,,
FLEET_UI_STAT_EXPEDITIONS,{Expeditions},,,,,,
FLEET_UI_STAT_VICTORY,{Successful Encounters},,,,,,
FLEET_UI_STAT_PROGRESS,{PROGRESS TO NEXT RANK},,,,,,
FLEET_UI_STAT_DAMAGED,{Times Damaged},,,,,,
FLEET_UI_STAT_FUEL_BURN,{Fuel Cost per Warp},,,,,,
FLEET_UI_FUEL_TITLE,{Fuel Requirements},,,,,,
FLEET_UI_FUEL_BODY,{%AMOUNT% tonnes / 250 LY},,,,,,
FLEET_UI_TRAITS_NAME,{Traits},,,,,,
FLEET_UI_STATS_NAME,{Stats},,,,,,
FLEET_UI_STATUS,{%TYPE% <IMG>SLASH<> %STATUS%},,,,,,
FLEET_UI_AWAIT_DEBRIEF,{Awaiting Debrief},,,,,,
FLEET_UI_AVAILABLE,{Available},,,,,,
FLEET_UI_UNAVAILABLE,{On Mission:},,,,,,
FLEET_UI_CAPAIN,{Captain: %NAME%},,,,,,
FLEET_UI_MOOD,{Crew Mood: %MOOD%},,,,,,
FLEET_UI_NOTES,{Notes: %NOTE%},,,,,,
FLEET_UI_MOOD_HEADER,{Crew Mood},,,,,,
FLEET_UI_NOTES_HEADER,{Notes},,,,,,
FLEET_UI_COMM_WAITING,{Awaiting Communication},,,,,,
FLEET_UI_WAITING_HELP,{Requires Assistance},,,,,,
FLEET_PURCHASABLE_FRIGATE,{Recruitable Frigate},,,,,,
FLEET_UI_START,{Commence Mission},,,,,,
UI_FLEET_REPAIR_SUBTITLE,{Investigate Damage: %DAMAGE%:},,,,,,
NOTIFY_FLEET_PURCHASE_TITLE,{Fleet Recruit Available},,,,,,
NOTIFY_FLEET_PURCHASE,{<TITLE>Fleet Recruit Available<>,,,,,,
One or more ships in this freighter group are available for purchase.,,,,,,,
Target the marked frigate and hail the Captain with the <TECHNOLOGY>Communicator<> (<IMG>QUICK_MENU<>),,,,,,,
Target ships using <IMG>PREVTARGET<> and <IMG>NEXTTARGET<>},,,,,,,
NOTIFY_FLEET_PURCHASE_ALT,{One or more ships in this freighter group are available for purchase.,,,,,,
Answer hails from potential recruits using the <TECHNOLOGY>Communicator<> (<IMG>QUICK_MENU<>)},,,,,,,
ALL_FLEET_OSD,{INCOMING MESSAGE <IMG>SLASH<> FLEET FREQUENCY},,,,,,
FLEET_COMBAT_OSD,{DEPLOYING COMBAT FRIGATE: %NAME%},,,,,,
ALL_FLEET_HUD,{Secure Channel: %NAME%},,,,,,
INTRCT_EXPED_MANAGE,{Manage Expeditions},,,,,,
FLEET_FRIGATE_BOARDED,{%NAME% currently aboard frigate},,,,,,
FLEET_FRIGATE_BOARD_MULTIPLE,{Multiple players aboard frigate},,,,,,
INTRCT_FLEET_MANAGE,{Manage Fleet},,,,,,
FLEET_UI_NOTIFY_TITLE,{Expedition: %NAME%},,,,,,
FLEET_UI_NOTIFY_NO_EVENT,{Fleet arrived in %SYSTEM% System. Beginning survey.},,,,,,
FLEET_UI_NOTIFY_EVENT,{Fleet arrived in %SYSTEM% System. Captain reports potential activity...},,,,,,
FLEET_UI_NOTIFY_RETURN,{Mission Complete. Preparing final approach to Capital Ship %FREIGHTER%},,,,,,
FLEET_UI_EXPED_RENAME,{Rename Expedition},,,,,,
FLEET_UI_FRIGATE_RENAME,{Rename Frigate},,,,,,
FLEET_UI_HISTORY_TITLE,{History},,,,,,
FLEET_UI_LOG_ENTRY,{LOG ENTRY %ENTRY%},,,,,,
FLEET_UI_ASSISTING,{Assisting %NAME%},,,,,,
FLEET_UI_REWARD_COMBAT,{Reward},,,,,,
FLEET_UI_REWARD_EXPLORE,{Discovery data worth},,,,,,
FLEET_UI_REWARD_TRADE,{Profit},,,,,,
FLEET_UI_REWARD_MINING,{Profit},,,,,,
FLEET_UI_REWARD_COMBAT_OBJ,{Reward},,,,,,
FLEET_UI_REWARD_EXPLORE_OBJ,{Collected},,,,,,
FLEET_UI_REWARD_TRADE_OBJ,{Collected},,,,,,
FLEET_UI_REWARD_MINING_OBJ,{Gathered},,,,,,
FLEET_UI_REWARD_FORMAT,{%REWARD%: %ITEM%},,,,,,
FLEET_UI_REWARD_FORMAT_PLURAL,{%REWARD%: %ITEM% x %AMOUNT%},,,,,,
FLEET_UI_DAMAGE_MARKER,{Damaged: %NAME%},,,,,,
FLEET_UI_DAMAGE_CONTINUE,{Continue Regardless},,,,,,
FLEET_UI_DAMAGE_RECALL,{Recall Frigate},,,,,,
FLEET_UI_EXPEDITION_ACTIVE,{Active Expedition},,,,,,
FLEET_UI_EXPEDITION_INACTIVE,{Completed Expedition},,,,,,
FLEET_UI_EXPEDITION_NEW,{Expedition Outfitting},,,,,,
FLEET_UI_EXPEDITION_NEW2,{Expedition Assembly},,,,,,
FLEET_UI_EXPED_COMBAT_RANK,{Fleet Combat Rank:},,,,,,
FLEET_UI_EXPED_EXPLORE_RANK,{Fleet Exploration Rank:},,,,,,
FLEET_UI_EXPED_MINING_RANK,{Fleet Mining Rank:},,,,,,
FLEET_UI_EXPED_TRADE_RANK,{Fleet Trading Rank:},,,,,,
FLEET_UI_EXPED_BALANCED_RANK,{Fleet Rank:},,,,,,
FLEET_UI_EXPEDITION_END,{End Expedition},,,,,,
FLEET_UI_EXPEDITION_COST,{Fuel required: %AMOUNT% tonnes},,,,,,
FLEET_DAMAGE_RECALL,{%NAME% was recalled home for repairs.},,,,,,
FLEET_DAMAGE_CONTINUE,{%NAME% continued with the mission despite heavy damage.},,,,,,
FLEET_DAMAGE_DESTROY,{%NAME% suffered catastrophic damage and was destroyed.},,,,,,
FLEET_DAMAGED_COMPONENT,{Damaged Component},,,,,,
FLEET_DAMAGE_REPAIR,{%REPAIR% repaired %NAME%.},,,,,,
FLEET_DAMAGE_REPAIR_LONG,{%REPAIR% repaired %NAME% with their %TRAIT%.},,,,,,
FLEET_DAMAGE_REPAIR_SELF,{%REPAIR% repaired self with %TRAIT%.},,,,,,
FLEET_RETURNED_HOME_SAVED_TIME,{Mission Complete. Holding formation around Capital Ship %FREIGHTER%,,,,,,
Drive upgrades from %NAME% saved approx. %HOURS% hours},,,,,,,
FLEET_SALVAGED,{%NAME% salvaged additional items.},,,,,,
FLEET_SALVAGED_LONG,{%NAME% salvaged additional items using their %TRAIT%.},,,,,,
ALL_FLEET_COMMAND_POST_SUB,{Manage Expedition},,,,,,
FLEET_UI_NO_FUEL,{Insufficient Fuel},,,,,,
FLEET_UI_TIME_NO_CLOCK,{%HOURS%h : %MINUTES%m : %SECONDS%s},,,,,,
FLEET_UI_EQUIP_MODULE,{Equip Upgrade Modules},,,,,,
FLEET_UI_MODULE_FORMAT,{<TECHNOLOGY>%NAME%:<> %DESC% <COMMODITY>+%STAT%<>},,,,,,
FLEET_UI_NO_MODULE,{No Upgrade Equipped},,,,,,
FLEET_UI_OUTFITTING,{Proceed to Outfitting},,,,,,
POWERUPS_MAINTITLE,{Equip Fleet Technology},,,,,,
POWERUPS_TITLE,{Technology Modules},,,,,,
POWERUPS_DESC,"{Equip <COMMODITY>temporary frigate upgrades<>. Technology upgrades function for one expedition, boosting the abilities of all ships in the fleet. Module will be consumed on expedition completion.}",,,,,,
FLEET_UI_COMMENCE,{Launch Expedition},,,,,,
FLEET_EXPED_EXPLORE_NAME_1,{%JOURNEY1% into %PLACE%},,,,,,
FLEET_EXPED_EXPLORE_NAME_2,{%JOURNEY2% in %PLACE%},,,,,,
FLEET_EXPED_EXPLORE_NAME_3,{%JOURNEY2% in %PLACE%},,,,,,
FLEET_EXPED_MINING_NAME_1,{%RESOURCE% %VERB% %JOURNEY%},,,,,,
FLEET_EXPED_TRADING_NAME_1,{%JOURNEY% %ADJ% %NOUN%},,,,,,
FLEET_EXPED_COMBAT_NAME_1,{%BATTLE% %PROCNAME%},,,,,,
FLEET_EXPED_GENERAL_NAME_1,{%PROCNAME%'s %MISSION%},,,,,,
FLEET_CAP_NAME_TRA,{Traveller-Friend},,,,,,
FLEET_CAP_NAME_EXP,{Traveller-Entity},,,,,,
FLEET_CAP_NAME_WAR,{Interloper-Captain},,,,,,
UI_PLAYER_FREIGHTER_LEFT,{%NAME%'s freighter left the system},,,,,,
UI_PLAYER_EXPEDITION_LEFT,{Expedition %NAME% left the system},,,,,,
QUICK_MENU_SUM_FREIGHT_PLANET,{Cannot Warp Freighter - Too Close to Planet},,,,,,
NAMEGEN_FLEET_BATTLE_1,{Battle for},,,,,,
NAMEGEN_FLEET_BATTLE_2,{Conquest of},,,,,,
NAMEGEN_FLEET_BATTLE_3,{Voyage to},,,,,,
NAMEGEN_FLEET_BATTLE_4,{Protection of},,,,,,
NAMEGEN_FLEET_BATTLE_5,{The Defense of},,,,,,
NAMEGEN_FLEET_BATTLE_6,{The Rescue of},,,,,,
NAMEGEN_FLEET_BATTLE_7,{To Save the},,,,,,
NAMEGEN_FLEET_BATTLE_8,{Hunting for},,,,,,
NAMEGEN_FLEET_BATTLE_9,{The Defeat of},,,,,,
NAMEGEN_FLEET_BATTLE_10,{Assault on},,,,,,
NAMEGEN_FLEET_BATTLE_11,{The Battle of},,,,,,
NAMEGEN_FLEET_BATTLE_12,{Patrolling},,,,,,
NAMEGEN_FLEET_BATTLE_13,{Havoc in},,,,,,
NAMEGEN_FLEET_BATTLE_14,{Conflict in},,,,,,
NAMEGEN_FLEET_BATTLE_15,{The Strife in},,,,,,
